Event	ID	Name			Wwise Object Path	Notes
	71469835	Set_TimeOfDay_Night			\Default Work Unit\Global_MusicEvents\Set_TimeOfDay_Night	
	76591114	Play_Night_Arp			\Default Work Unit\Town_MusicEvents\Play_Night_Arp	
	252313120	Stop_Night_Melody_04			\Default Work Unit\Town_MusicEvents\Stop_Night_Melody_04	
	252313125	Stop_Night_Melody_01			\Default Work Unit\Town_MusicEvents\Stop_Night_Melody_01	
	252313126	Stop_Night_Melody_02			\Default Work Unit\Town_MusicEvents\Stop_Night_Melody_02	
	252313127	Stop_Night_Melody_03			\Default Work Unit\Town_MusicEvents\Stop_Night_Melody_03	
	452547817	Stop_All			\Default Work Unit\Global_MusicEvents\Stop_All	
	753784447	Set_TimeOfDay_Day			\Default Work Unit\Global_MusicEvents\Set_TimeOfDay_Day	
	1057837593	Play_Night_Countermelody			\Default Work Unit\Town_MusicEvents\Play_Night_Countermelody	
	1068983008	PlayMusicStart			\Default Work Unit\Global_MusicEvents\PlayMusicStart	
	1092604815	Set_CombatTension_High			\Default Work Unit\Combat_MusicEvents\Set_CombatTension_High	
	1120071521	Set_AtBeach_True			\Default Work Unit\Global_MusicEvents\Set_AtBeach_True	
	1153877450	Set_AtBeach_False			\Default Work Unit\Global_MusicEvents\Set_AtBeach_False	
	1359923209	Stop_Day_Melody_01			\Default Work Unit\Town_MusicEvents\Stop_Day_Melody_01	
	1359923210	Stop_Day_Melody_02			\Default Work Unit\Town_MusicEvents\Stop_Day_Melody_02	
	1359923211	Stop_Day_Melody_03			\Default Work Unit\Town_MusicEvents\Stop_Day_Melody_03	
	1544625833	Set_GameState_Exploration			\Default Work Unit\Global_MusicEvents\Set_GameState_Exploration	
	1700992294	ForceSet_TimeOfDay_Night			\Default Work Unit\Global_MusicEvents\ForceSet_TimeOfDay_Night	
	1866332930	ForceSet_TimeOfDay_Day			\Default Work Unit\Global_MusicEvents\ForceSet_TimeOfDay_Day	
	2032307683	Play_Night_Melody			\Default Work Unit\Town_MusicEvents\Play_Night_Melody	
	2049735205	Play_Stinger_Item_Collection			\Default Work Unit\Stingers\Play_Stinger_Item_Collection	
	2117048064	Play_Day_Melody_02			\Default Work Unit\Town_MusicEvents\Play_Day_Melody_02	
	2117048065	Play_Day_Melody_03			\Default Work Unit\Town_MusicEvents\Play_Day_Melody_03	
	2117048067	Play_Day_Melody_01			\Default Work Unit\Town_MusicEvents\Play_Day_Melody_01	
	2122435667	Set_Tension_High_33Percent			\Default Work Unit\Combat_MusicEvents\Set_Tension_High_33Percent	
	2392457068	Stop_Night_Arp			\Default Work Unit\Town_MusicEvents\Stop_Night_Arp	
	2438311370	Set_GameState_Combat			\Default Work Unit\Global_MusicEvents\Set_GameState_Combat	
	2957603579	Set_CombatTension_Low			\Default Work Unit\Combat_MusicEvents\Set_CombatTension_Low	
	2995852670	Set_GameState_Town			\Default Work Unit\Global_MusicEvents\Set_GameState_Town	
	3095270484	HardStop_Day_Melody_03			\Default Work Unit\Town_MusicEvents\HardStop_Day_Melody_03	
	3095270485	HardStop_Day_Melody_02			\Default Work Unit\Town_MusicEvents\HardStop_Day_Melody_02	
	3095270486	HardStop_Day_Melody_01			\Default Work Unit\Town_MusicEvents\HardStop_Day_Melody_01	
	3155474038	Play_Combat_Music			\Default Work Unit\Combat_MusicEvents\Play_Combat_Music	

State Group	ID	Name			Wwise Object Path	Notes
	1069915969	CombatTension			\Default Work Unit\CombatTension	
	3725838539	AtBeach			\Default Work Unit\AtBeach	
	3729505769	TimeOfDay			\Default Work Unit\TimeOfDay	
	4091656514	GameState			\Default Work Unit\GameState	

State	ID	Name	State Group			Notes
	545371365	Low	CombatTension			
	748895195	None	CombatTension			
	3550808449	High	CombatTension			
	748895195	None	AtBeach			
	2452206122	False	AtBeach			
	3053630529	True	AtBeach			
	311764537	Day	TimeOfDay			
	748895195	None	TimeOfDay			
	1011622525	Night	TimeOfDay			
	748895195	None	GameState			
	2582085496	Exploration	GameState			
	2764240573	Combat	GameState			
	3091570009	Town	GameState			

Trigger	ID	Name			Wwise Object Path	Notes
	3868165313	Collect_Item			\Default Work Unit\Collect_Item	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	794478	BASE_01	C:\Users\super\OneDrive\Documents\GitHub\472-final-big-buff-mix\Hale_Skylar_472Wwise\.cache\Mac\SFX\exploration_base_01_116bpm_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MusicMaster\Exploration\Exploration_Playlist\Exploration_01\BASE_01		4120872
	7717425	night_base_140_23	C:\Users\super\OneDrive\Documents\GitHub\472-final-big-buff-mix\Hale_Skylar_472Wwise\.cache\Mac\SFX\night_base_140_23_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MusicMaster\Town\nighttime_base_playlist\night_base_140_23\night_base_140_23		990144
	11040056	DAY_04	C:\Users\super\OneDrive\Documents\GitHub\472-final-big-buff-mix\Hale_Skylar_472Wwise\.cache\Mac\SFX\exploration_daytime_04_116bpm_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MusicMaster\Exploration\Exploration_Playlist\Exploration_04\DAY_04		1242684
	13440826	combat_05_160bpm	C:\Users\super\OneDrive\Documents\GitHub\472-final-big-buff-mix\Hale_Skylar_472Wwise\.cache\Mac\SFX\combat_05_160bpm_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MusicMaster\Combat\Combat_HighTension\combat_05_160bpm\combat_05_160bpm		6464504
	21414237	day_base_178_26	C:\Users\super\OneDrive\Documents\GitHub\472-final-big-buff-mix\Hale_Skylar_472Wwise\.cache\Mac\SFX\day_base_178_26_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MusicMaster\Town\daytime_base_playlist\day_base_178_26\day_base_178_26		1096996
	27508784	day_base_178_15	C:\Users\super\OneDrive\Documents\GitHub\472-final-big-buff-mix\Hale_Skylar_472Wwise\.cache\Mac\SFX\day_base_178_15_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MusicMaster\Town\daytime_base_playlist\day_base_178_15\day_base_178_15		1063292
	30947667	night_base_140_30	C:\Users\super\OneDrive\Documents\GitHub\472-final-big-buff-mix\Hale_Skylar_472Wwise\.cache\Mac\SFX\night_base_140_30_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MusicMaster\Town\nighttime_base_playlist\night_base_140_30\night_base_140_30		989288
	34395155	BASE_06	C:\Users\super\OneDrive\Documents\GitHub\472-final-big-buff-mix\Hale_Skylar_472Wwise\.cache\Mac\SFX\exploration_base_06_116bpm_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MusicMaster\Exploration\Exploration_Playlist\Exploration_06\BASE_06		3863032
	34431315	night_base_140_14	C:\Users\super\OneDrive\Documents\GitHub\472-final-big-buff-mix\Hale_Skylar_472Wwise\.cache\Mac\SFX\night_base_140_14_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MusicMaster\Town\nighttime_base_playlist\night_base_140_14\night_base_140_14		961860
	56913998	BASE_03b	C:\Users\super\OneDrive\Documents\GitHub\472-final-big-buff-mix\Hale_Skylar_472Wwise\.cache\Mac\SFX\exploration_base_03b_116bpm_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MusicMaster\Exploration\Exploration_Playlist\Exploration_03b\BASE_03b		948892
	57729547	night_base_140_13	C:\Users\super\OneDrive\Documents\GitHub\472-final-big-buff-mix\Hale_Skylar_472Wwise\.cache\Mac\SFX\night_base_140_13_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MusicMaster\Town\nighttime_base_playlist\night_base_140_13\night_base_140_13		979860
	60913488	combat_04_160bpm	C:\Users\super\OneDrive\Documents\GitHub\472-final-big-buff-mix\Hale_Skylar_472Wwise\.cache\Mac\SFX\combat_04_160bpm_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MusicMaster\Combat\Combat_Playlist\combat_04_160bpm_firstLoop\combat_04_160bpm		4167816
	63685387	night_base_140_08	C:\Users\super\OneDrive\Documents\GitHub\472-final-big-buff-mix\Hale_Skylar_472Wwise\.cache\Mac\SFX\night_base_140_08_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MusicMaster\Town\nighttime_base_playlist\night_base_140_08\night_base_140_08		981572
